collection,link
"Studies for The Rock, 1943/48, Peter Blume",https://www.artic.edu/artworks/18938/studies-for-the-rock
"The Sales Woman in the Open (Study for ‘Exotic’), 1938, Paul Klee",https://www.artic.edu/artworks/135519/the-sales-woman-in-the-open-study-for-exotic
"Ceremonial Hanging (Khmer Pidan), 1875/1925, Khmer",https://www.artic.edu/artworks/149684/ceremonial-hanging-khmer-pidan
"Amorous Couple (Mithuna) Seated in a Chair, 1st century B.C.",https://www.artic.edu/artworks/143640/amorous-couple-mithuna-seated-in-a-chair
"Glass, Pitcher, Fruit-Dish, 1912, Juan Gris",https://www.artic.edu/artworks/150803/glass-pitcher-fruit-dish
"Treasure Hunt, 1978, Jean Dubuffet",https://www.artic.edu/artworks/53039/treasure-hunt
"Cup and Saucer with Portrait of Benjamin Franklin, c. 1780, Manufacture nationale de Sèvres",https://www.artic.edu/artworks/10899/cup-and-saucer-with-portrait-of-benjamin-franklin
"Composition in a Circle, 1962, Jean (Hans) Arp",https://www.artic.edu/artworks/118650/composition-in-a-circle
"The Coiffure, 1890–91, Mary Cassatt",https://www.artic.edu/artworks/104325/the-coiffure
"Benito, 1916, Amedeo Modigliani",https://www.artic.edu/artworks/110994/benito
"Ex libris L. Michaud, 1901, Paul Klee",https://www.artic.edu/artworks/109331/ex-libris-l-michaud
"The Road from Chester, 1923, Wilmot Emerton Heitland",https://www.artic.edu/artworks/14743/the-road-from-chester
"Orpheus and Eurydice, 1800/30, Louis Hersent",https://www.artic.edu/artworks/39998/orpheus-and-eurydice
"Bullfight in a divided ring, from The Bulls of Bordeaux, 1825, Francisco José de Goya y Lucientes",https://www.artic.edu/artworks/22642/bullfight-in-a-divided-ring-from-the-bulls-of-bordeaux
"Watching the Game, c. 1766, Suzuki Harunobu",https://www.artic.edu/artworks/88979/watching-the-game
"Aureus (Coin) Portraying Emperor Nero, December AD 67/December AD 68, issued by Nero, Ancient Roman",https://www.artic.edu/artworks/96050/aureus-coin-portraying-emperor-nero
"“Bottle” Kilns in the potteries, Stoke-on-Trent, c. 1937, Bill Brandt",https://www.artic.edu/artworks/182831/bottle-kilns-in-the-potteries-stoke-on-trent
"Dessins: Thèmes et Variations, 1943, Henri Matisse",https://www.artic.edu/artworks/200459/dessins-themes-et-variations
"Self-Portrait, 1940, Paul Lucien Dessau",https://www.artic.edu/artworks/44889/self-portrait
"First Aid Post, Ruins of the Chateau d’Esnes, Meuse, c. 1916, Herman Armour Webster",https://www.artic.edu/artworks/4856/first-aid-post-ruins-of-the-chateau-d-esnes-meuse
"Goat in the Night, 1922–23, Marc Chagall",https://www.artic.edu/artworks/59824/goat-in-the-night
"Portrait of a Gentleman, 1540/50",https://www.artic.edu/artworks/110871/portrait-of-a-gentleman
"Julius Caesar, Perpetual Dictator, from Twelve Famous Greek and Roman Men, c. 1633, Boëtius Adamsz. Bolswert",https://www.artic.edu/artworks/39277/julius-caesar-perpetual-dictator-from-twelve-famous-greek-and-roman-men
"Three Love Birds, 1940–41, Ivan Albright",https://www.artic.edu/artworks/124765/three-love-birds
"Box Fragment, A.D. 300/750, Teotihuacan",https://www.artic.edu/artworks/37347/box-fragment
"Study for “The Distribution of the Eagles”, c. 1810, Jacques Louis David",https://www.artic.edu/artworks/158212/study-for-the-distribution-of-the-eagles
"Wrestler, 5th–6th century",https://www.artic.edu/artworks/200696/wrestler
"One Inch to a Foot, 1971, John Knight",https://www.artic.edu/artworks/214932/one-inch-to-a-foot
"Insertions into Ideological Circuits:  Coca-Cola Project, 1970 (ongoing), Cildo Meireles",https://www.artic.edu/artworks/226986/insertions-into-ideological-circuits-coca-cola-project
"Quilt with Buildings, Animals, and Coats of Arms, c.  1890",https://www.artic.edu/artworks/158430/quilt-with-buildings-animals-and-coats-of-arms
"Buddha Standing with Hand in the Gesture of Reassurance (Abhayamudra) with Radiating Nimbus, Kandyan period (1480–1815)",https://www.artic.edu/artworks/101454/buddha-standing-with-hand-in-the-gesture-of-reassurance-abhayamudra-with-radiating-nimbus
"The Two Connoisseurs, c. 1880, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/111904/the-two-connoisseurs
"Head of a Woman, 1942, Henri Matisse",https://www.artic.edu/artworks/72543/head-of-a-woman
"Bowl with Peony Scrolls, Jin dynasty (1115–1234), 12th century",https://www.artic.edu/artworks/21483/bowl-with-peony-scrolls
"The Nativity, 1460/70, Unknown artist",https://www.artic.edu/artworks/4208/the-nativity
"Dancer Putting on Her Shoe, c. 1888, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/13646/dancer-putting-on-her-shoe
"Marriage of Henry II and Catherine de’ Medici, The Dowry, c. 1562, Antoine Caron",https://www.artic.edu/artworks/149021/marriage-of-henry-ii-and-catherine-de-medici-the-dowry
"A Ball, from the series “Twelve Subjects of Children” (Komodo junidai, temari), February 1931, Kawase Hasui",https://www.artic.edu/artworks/197220/a-ball-from-the-series-twelve-subjects-of-children-komodo-junidai-temari
"Kerchief Glove (Dior), Paris, 1950, printed 1950, Irving Penn",https://www.artic.edu/artworks/144831/kerchief-glove-dior-paris
"Squash-Blossom Necklace, c. 1915, Navajo (Diné)",https://www.artic.edu/artworks/207968/squash-blossom-necklace
"14th Street, NYC, 1952, Robert Frank",https://www.artic.edu/artworks/156020/14th-street-nyc
"Grandmother with Grandchildren, 1918, Lovis Corinth",https://www.artic.edu/artworks/20391/grandmother-with-grandchildren
"Odalisque, c. 1868, Édouard Manet",https://www.artic.edu/artworks/103112/odalisque
"The Game of Checkers, 1899, Édouard Jean Vuillard",https://www.artic.edu/artworks/80621/the-game-of-checkers
"Okabe, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”, c. 1806, Katsushika Hokusai",https://www.artic.edu/artworks/2932/okabe-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
"Angel of the Earthquake (Angel del Temblor), 1957, printed 1977, Manuel Alvarez-Bravo",https://www.artic.edu/artworks/59300/angel-of-the-earthquake-angel-del-temblor
"Portrait of Edward Savage, 1899, Max Rosenthal",https://www.artic.edu/artworks/14146/portrait-of-edward-savage
"Standing Female Figure, A.D. 100/300, Nayarit",https://www.artic.edu/artworks/37792/standing-female-figure
"La Maison, 1942, Hans Bellmer",https://www.artic.edu/artworks/36949/la-maison
"See-Saw, Class Systems, 1968, James Rosenquist",https://www.artic.edu/artworks/181041/see-saw-class-systems
"Whitsuntide in the Countryside, 1931, Dora Batty",https://www.artic.edu/artworks/8867/whitsuntide-in-the-countryside
"Backplate, c. 1590/1600, Italian School",https://www.artic.edu/artworks/116345/backplate
"Dancer Kneeling, Seen from the Back, 1880/85, Hilaire Germain Edgar Degas",https://www.artic.edu/artworks/80611/dancer-kneeling-seen-from-the-back
"The Red Man, c. 1900, Gertrude Käsebier",https://www.artic.edu/artworks/43842/the-red-man
"Beauty Replacing Her Hairpin, Edo period, 1798, Chôbunsai Eishi",https://www.artic.edu/artworks/24445/beauty-replacing-her-hairpin
"Sylvia, n.d., Bolton Brown",https://www.artic.edu/artworks/5908/sylvia
"Frog, Mouse, Lizards, 1936, Jean Cocteau",https://www.artic.edu/artworks/5398/frog-mouse-lizards
"Book Cover for Book of Psalms, Prayers, and Hymns, 17th century",https://www.artic.edu/artworks/4500/book-cover-for-book-of-psalms-prayers-and-hymns
"Basin with Figural Feet (Lu), Eastern Zhou dynasty, Warring States period (771–222 B.C.), 5th/4th century B.C.",https://www.artic.edu/artworks/3333/basin-with-figural-feet-lu
"Black Puss-Cats, 1925, Eileen Alice Soper",https://www.artic.edu/artworks/5655/black-puss-cats
"Study, 1710/20, Giuseppe Bartolomeo Chiari",https://www.artic.edu/artworks/6886/study
"Blackware Stirrup Vessel in the Form of a Frog, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/6309/blackware-stirrup-vessel-in-the-form-of-a-frog
"Female Figurine, A.D. 1450/1532, Inca",https://www.artic.edu/artworks/22569/female-figurine
"Virgin and Child with Two Angels, 1465/75, Francesco Botticini",https://www.artic.edu/artworks/25781/virgin-and-child-with-two-angels
"Virginia in the Sun, 1985, Sally Mann",https://www.artic.edu/artworks/130173/virginia-in-the-sun
"U.S. 285, New Mexico, 1955, Robert Frank",https://www.artic.edu/artworks/87127/u-s-285-new-mexico
"Bag (Apo Ileke), Mid–20th century, Yoruba",https://www.artic.edu/artworks/152740/bag-apo-ileke
"McVickers Theater, Chicago, Illinois, Sketch, c. 1883–1891, Louis H. Sullivan",https://www.artic.edu/artworks/190647/mcvickers-theater-chicago-illinois-sketch
"Brancusi, n.d., James Bishop",https://www.artic.edu/artworks/192786/brancusi
"Woman Breathing, 1978, Nancy Spero",https://www.artic.edu/artworks/199847/woman-breathing
"Solidus (Coin) of Empress Irene, 797/802, Byzantine",https://www.artic.edu/artworks/221685/solidus-coin-of-empress-irene
"Head of a Warrior, 6th centuryKofun period (mid 3rd–6th century A.D.)",https://www.artic.edu/artworks/200704/head-of-a-warrior
"Glaive for the Bodyguard of Emperor Maximilian II, 1564, Jörg Hopfer",https://www.artic.edu/artworks/106511/glaive-for-the-bodyguard-of-emperor-maximilian-ii
"Lucerne Hammer, late 16th century",https://www.artic.edu/artworks/116433/lucerne-hammer
"Threshing, 1941, Thomas Hart Benton",https://www.artic.edu/artworks/117659/threshing
"Full-Orbed Moon, 1901, Arthur B. Davies",https://www.artic.edu/artworks/16669/full-orbed-moon
"Tingletangle, 1895, Edvard Munch",https://www.artic.edu/artworks/17236/tingletangle
"Head, 1959, Rufino Tamayo",https://www.artic.edu/artworks/17833/head
"Khusrau Gazing at Shirin, from a copy of the Khamsa of Nizami, 1485 (890 A.H.), Islamic",https://www.artic.edu/artworks/62149/khusrau-gazing-at-shirin-from-a-copy-of-the-khamsa-of-nizami
"Portrait of Léonide Massine, April 28, 1920, Henri Matisse",https://www.artic.edu/artworks/39271/portrait-of-leonide-massine
"Flight, 1949, Antonio Frasconi",https://www.artic.edu/artworks/3144/flight
"Wine Press, c. 1759, Hubert Robert",https://www.artic.edu/artworks/18661/wine-press
"Yoshiwara: View of Fuji on the Left from Nawate (Yoshiwara, hidari Fuji no Nawate), from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido), c. 1837/42, Utagawa Hiroshige",https://www.artic.edu/artworks/4318/yoshiwara-view-of-fuji-on-the-left-from-nawate-yoshiwara-hidari-fuji-no-nawate-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
"Thar, 1952, Yves Tanguy",https://www.artic.edu/artworks/22549/thar
"Perfume Bottle (Attardan) and Tray, 18th/19th century",https://www.artic.edu/artworks/130935/perfume-bottle-attardan-and-tray
"Half Dome, Thunder Cloud, c. 1956, printed 1959, Ansel Adams",https://www.artic.edu/artworks/121717/half-dome-thunder-cloud
"Ushibori in Hitachi Province (Joshu Ushibori), from the series “Thirty-six Views of Mount Fuji (Fugaku sanjurokkei)”, c. 1830/33, Katsushika Hokusai",https://www.artic.edu/artworks/86993/ushibori-in-hitachi-province-joshu-ushibori-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
"Schlesinger and Mayer Company Store: Section of a Screen from Third Floor Writing Room, 1899/1904, Louis H. Sullivan",https://www.artic.edu/artworks/152009/schlesinger-and-mayer-company-store-section-of-a-screen-from-third-floor-writing-room
"Coverlet, 1833",https://www.artic.edu/artworks/156876/coverlet
"Before the Storm, March 1920, Ito Shinsui",https://www.artic.edu/artworks/47970/before-the-storm
"Nissaka, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”, c. 1806, Katsushika Hokusai",https://www.artic.edu/artworks/2946/nissaka-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
"Venus and Cupid, after Cranach, May 30, 1949, printed 1975/77, published 1979, Pablo Picasso",https://www.artic.edu/artworks/58204/venus-and-cupid-after-cranach
"Neptune Calming the Tempest Raised by Aeolus against Aeneas (“Quos Ego”), n.d.",https://www.artic.edu/artworks/4176/neptune-calming-the-tempest-raised-by-aeolus-against-aeneas-quos-ego
"Cuckoo, Pine Brach, and Full Moon, c. 1843/47, Utagawa Hiroshige",https://www.artic.edu/artworks/3645/cuckoo-pine-brach-and-full-moon
"Flying Swings, 1924, Eileen Alice Soper",https://www.artic.edu/artworks/5730/flying-swings
"Jar in the Form of a Warrior Holding a Sling and Club, 180 B.C./A.D. 500, Nazca",https://www.artic.edu/artworks/4697/jar-in-the-form-of-a-warrior-holding-a-sling-and-club
"Charger, c. 1675, Lambeth Potteries",https://www.artic.edu/artworks/22183/charger
"Man at Coffee Table, 1916, Theo van Doesburg",https://www.artic.edu/artworks/97045/man-at-coffee-table
"Farewell Gift for the Horse (Uma no Senbetsu), from the series “A Selection of Horses (Uma-zukushi)”, 1822, Katsushika Hokusai",https://www.artic.edu/artworks/86732/farewell-gift-for-the-horse-uma-no-senbetsu-from-the-series-a-selection-of-horses-uma-zukushi
"Blind Minotaur Led by a Little Girl with a Pigeon, from the Suite Vollard, November 4, 1934, Pablo Picasso",https://www.artic.edu/artworks/30988/blind-minotaur-led-by-a-little-girl-with-a-pigeon-from-the-suite-vollard
"Chaise, 1968, Charles Eames",https://www.artic.edu/artworks/158242/chaise
"Cuzco Woman with High Shoes, Cuzco, December 1948, printed October 1980, Irving Penn",https://www.artic.edu/artworks/144860/cuzco-woman-with-high-shoes-cuzco
"Closed Burgonet, 1600/10",https://www.artic.edu/artworks/106371/closed-burgonet
"Caesar in the Gallic Wars from The Story of Caesar and Cleopatra, c. 1680, Guilliam van Leefdael",https://www.artic.edu/artworks/49673/caesar-in-the-gallic-wars-from-the-story-of-caesar-and-cleopatra
"Stater (Coin) Depicting Pegasus, 350/338 BC, Ancient Greek",https://www.artic.edu/artworks/9673/stater-coin-depicting-pegasus
"Sampler, 1801/75",https://www.artic.edu/artworks/10925/sampler
"Saint Augustine and an Augustinian Canoness, 1525/50, Northern Netherlandish School",https://www.artic.edu/artworks/16264/saint-augustine-and-an-augustinian-canoness
"Hanging, 18th century",https://www.artic.edu/artworks/15768/hanging
"Raped, c. 1907, Käthe Kollwitz",https://www.artic.edu/artworks/55298/raped
"Decorated Initial “L” with Flowers from a Choir Book, 14th century or modern, c. 1920",https://www.artic.edu/artworks/11804/decorated-initial-l-with-flowers-from-a-choir-book
"Fête de Saint Marc, Venise, 19th century, Félix Ziem",https://www.artic.edu/artworks/100353/fete-de-saint-marc-venise
"The Space Shuttle Columbia Lands at Kelly Lackland Air Force Base, San Antonio, Texas, March 1979, printed November 1986, Joel Sternfeld",https://www.artic.edu/artworks/143117/the-space-shuttle-columbia-lands-at-kelly-lackland-air-force-base-san-antonio-texas
"River City: Typical Floor Plans, n.d., Bertrand Goldberg",https://www.artic.edu/artworks/190198/river-city-typical-floor-plans
"Vacation Getaway, from the series House Beautiful: Bringing the War Home, 1967–72, Martha Rosler",https://www.artic.edu/artworks/195595/vacation-getaway-from-the-series-house-beautiful-bringing-the-war-home
"Fiber Construction Entitled “Floor Slinky”, c. 1971, Claire Zeisler",https://www.artic.edu/artworks/150687/fiber-construction-entitled-floor-slinky
"Beggar Women, c. 1894, printed 1930, Camille Pissarro",https://www.artic.edu/artworks/147653/beggar-women
"Baselard, 15th century",https://www.artic.edu/artworks/117075/baselard
"Untitled, 1936, Hans Bellmer",https://www.artic.edu/artworks/117349/untitled
"Nude from Behind, 1906, Pablo Picasso",https://www.artic.edu/artworks/82055/nude-from-behind
"Bust of Beethoven, n.d., Emile-Antoine Bourdelle",https://www.artic.edu/artworks/15162/bust-of-beethoven
"Covered Food Container, Western Zhou dynasty ( 1046–771 BC ), mid–9th century B.C.",https://www.artic.edu/artworks/55833/covered-food-container
"Tomimoto Toyohina, from the series Renowned Beauties Likened to the Six Immortal Poets (Komei bijin rokkasen) (Tomimoto Toyohina) (picture-riddle), c. 1795/96, Kitagawa Utamaro",https://www.artic.edu/artworks/26780/tomimoto-toyohina-from-the-series-renowned-beauties-likened-to-the-six-immortal-poets-komei-bijin-rokkasen-tomimoto-toyohina-picture-riddle
"The Actor Segawa Kikunojo II as Yamabuki, the sister of Hata Rokurozaemon, in the play “Shikai Nami Yawaragi Taiheiki,” performed at the Ichimura Theater in the eleventh month, 1763, 1763, Suzuki Harunobu",https://www.artic.edu/artworks/19963/the-actor-segawa-kikunojo-ii-as-yamabuki-the-sister-of-hata-rokurozaemon-in-the-play-shikai-nami-yawaragi-taiheiki-performed-at-the-ichimura-theater-in-the-eleventh-month-1763
"Landscape with the Great Ruins, from The Small Landscapes, c. 1638, Schelte Adamsz. Bolswert",https://www.artic.edu/artworks/23632/landscape-with-the-great-ruins-from-the-small-landscapes
"Shono, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido), c. 1837/42, Utagawa Hiroshige",https://www.artic.edu/artworks/4415/shono-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
"The Four Avenging Angels of Euphrates, from The Apocalypse, c. 1496–98, published 1511, Albrecht Dürer",https://www.artic.edu/artworks/122255/the-four-avenging-angels-of-euphrates-from-the-apocalypse
"A Selection of Six Flowers - A Parody Rokkasen (Yatsushi Rokkasen): Ono no Komachi, c. 1798, Chôbunsai Eishi",https://www.artic.edu/artworks/86613/a-selection-of-six-flowers-a-parody-rokkasen-yatsushi-rokkasen-ono-no-komachi
"Dagger with Horse-Head Pommel, 17th/18th century",https://www.artic.edu/artworks/153529/dagger-with-horse-head-pommel
"A White Horse with Raised Head, c. 1945, Wakyosai",https://www.artic.edu/artworks/196855/a-white-horse-with-raised-head
"Dagger with Horse-Head Pommel, 17th/18th century",https://www.artic.edu/artworks/153529/dagger-with-horse-head-pommel
"A White Horse with Raised Head, c. 1945, Wakyosai",https://www.artic.edu/artworks/196855/a-white-horse-with-raised-head
"St. Christopher, c. 1475, Martin Schongauer",https://www.artic.edu/artworks/3920/st-christopher
"Prayer Dedicated to the Shadow of Saint Peter, n.d., José Guadalupe Posada",https://www.artic.edu/artworks/52025/prayer-dedicated-to-the-shadow-of-saint-peter
"Cupid and the Three Graces, 1518/19, Marcantonio Raimondi",https://www.artic.edu/artworks/109055/cupid-and-the-three-graces
"Old Woman with a Needle, September 1876, Félicien Rops",https://www.artic.edu/artworks/4809/old-woman-with-a-needle
"Bottle, 4th century AD, Ancient Roman",https://www.artic.edu/artworks/54544/bottle
"Cocks Fighting Under a Tree, c. 1770s, Isoda Koryusai",https://www.artic.edu/artworks/21214/cocks-fighting-under-a-tree
"Borghese Vase, 1850/1900, Wedgwood Manufactory",https://www.artic.edu/artworks/63533/borghese-vase
"Shabti of Horu, Saite Period, Dynasty 26 (664–525 BC), Ancient Egyptian",https://www.artic.edu/artworks/120295/shabti-of-horu
"Citizen in Downtown Havana, Cuba, 1932/33, printed c. 1962, Walker Evans",https://www.artic.edu/artworks/13733/citizen-in-downtown-havana-cuba
"Anger, from The Deadly Sins, 1904, James Ensor",https://www.artic.edu/artworks/185746/anger-from-the-deadly-sins
"Soundstation Radio Alarm Clock, 1996/98, Matali Crasset",https://www.artic.edu/artworks/189806/soundstation-radio-alarm-clock
"The Assault of the Shoe, 1888, Henri Charles Guérard",https://www.artic.edu/artworks/199804/the-assault-of-the-shoe
"Fragments (Border), 100 B.C./A.D. 200, Nazca",https://www.artic.edu/artworks/3016/fragments-border
"Samurai, 1750/75",https://www.artic.edu/artworks/110416/samurai
"Untitled, 1928/29, Umbo (Otto Umbehr)",https://www.artic.edu/artworks/54456/untitled
"An Old Salt, c. 1895, Julius Gari Melchers",https://www.artic.edu/artworks/35579/an-old-salt
"A Dune Landscape, 1650–51, Jan van Goyen",https://www.artic.edu/artworks/20162/a-dune-landscape
"Young Couple Dressed as Mendicant Monks, c. 1794, Kitagawa Utamaro",https://www.artic.edu/artworks/23805/young-couple-dressed-as-mendicant-monks
"La Cigale, 1898, Frank Eugene",https://www.artic.edu/artworks/66226/la-cigale
"Atlantic Coast, 1978, Harry Callahan",https://www.artic.edu/artworks/100954/atlantic-coast
"Portrait of Jean Paulhan, 1945, Jean Dubuffet",https://www.artic.edu/artworks/118677/portrait-of-jean-paulhan
"Sheet of Sketches, No. 3, c. 1830, Alexandre Gabriel Decamps",https://www.artic.edu/artworks/22894/sheet-of-sketches-no-3
"Ladies at Tea in A Garden, Qing dynasty (1644–1911), 19th century",https://www.artic.edu/artworks/22163/ladies-at-tea-in-a-garden
"Arata Isozaki, New York, November 20, 1992, printed 1993, Irving Penn",https://www.artic.edu/artworks/144820/arata-isozaki-new-york
"Julie, John, and Doll House, 1983/85, Sally Mann",https://www.artic.edu/artworks/184385/julie-john-and-doll-house
"“Men’s Quad” N.U., 1931, Charles Turzak",https://www.artic.edu/artworks/145476/men-s-quad-n-u
"Damon and Pythias, 1632, Guercino",https://www.artic.edu/artworks/201554/damon-and-pythias
"Portrait of James Butler, 1st Duke of Ormond (1610-1688), 17th century, Thomas Flatman",https://www.artic.edu/artworks/11659/portrait-of-james-butler-1st-duke-of-ormond-1610-1688
"Smiling in the Rain, 1963, Jan Saudek",https://www.artic.edu/artworks/69790/smiling-in-the-rain
"Half Armor, c. 1560/70",https://www.artic.edu/artworks/116198/half-armor
"Pitcher, 1911, Robert Riddle Jarvie",https://www.artic.edu/artworks/44929/pitcher
"Jean Pierre Faure, 1920, Diego Rivera",https://www.artic.edu/artworks/52705/jean-pierre-faure
"The Resurrection from The Allegory of the Redemption of Man, c. 1500/10",https://www.artic.edu/artworks/54748/the-resurrection-from-the-allegory-of-the-redemption-of-man
"Alabastron (Container for Scented Oil), 1st century AD, Ancient Roman",https://www.artic.edu/artworks/49051/alabastron-container-for-scented-oil
"Stirup Spout Vessel in Form of a Covered Bowl with Geometric Patterning, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/6880/stirup-spout-vessel-in-form-of-a-covered-bowl-with-geometric-patterning
"Barnet by Tram, 1922, Charles Paine",https://www.artic.edu/artworks/13927/barnet-by-tram
"Hinazuru of the Chojiya, Whose Attendants Are Tsuruji and Tsuruno (Chojiya uchi Hinazuru, Tsuruji, Tsuruno), from the series “Array of Supreme Beauties of the Present Day (Toji zensei bijin-zoroe)”, 1794, Kitagawa Utamaro",https://www.artic.edu/artworks/23909/hinazuru-of-the-chojiya-whose-attendants-are-tsuruji-and-tsuruno-chojiya-uchi-hinazuru-tsuruji-tsuruno-from-the-series-array-of-supreme-beauties-of-the-present-day-toji-zensei-bijin-zoroe
"Lancaster: Peace and War, 1842, David Cox, the elder",https://www.artic.edu/artworks/76306/lancaster-peace-and-war
"Carretta, 1955, Alexander Calder",https://www.artic.edu/artworks/90993/carretta
"Landscape, c. 1860, Théodore Rousseau",https://www.artic.edu/artworks/94239/landscape
"Two Faces of Fear, 1960, Connor Everts",https://www.artic.edu/artworks/19674/two-faces-of-fear
"Coin Depicting the God Apollo, about 357/353 BC, Ancient Greek",https://www.artic.edu/artworks/9775/coin-depicting-the-god-apollo
"The Actor Ichikawa Komazo II as the Spirit of Lady Shiragiku in the Play Hatsu Midori Saiwai Soga, Performed at the Kawarazaki Theater in the Third Month, 1791, c. 1791, Katsukawa Shun’ei",https://www.artic.edu/artworks/22257/the-actor-ichikawa-komazo-ii-as-the-spirit-of-lady-shiragiku-in-the-play-hatsu-midori-saiwai-soga-performed-at-the-kawarazaki-theater-in-the-third-month-1791
"Père Couturier, Paris, July 26, 1948, printed c. 1948, Irving Penn",https://www.artic.edu/artworks/144798/pere-couturier-paris
"Curve VIII, 1974 (re–fabricated by the artist in 2002), Ellsworth Kelly",https://www.artic.edu/artworks/181099/curve-viii
"Classical Head, 1909/10, Elie Nadelman",https://www.artic.edu/artworks/140642/classical-head
"“New” Europe, October 25, 1944, Kukryniksy",https://www.artic.edu/artworks/192483/new-europe
"Barbarians Marching to the West, 1935, Max Ernst",https://www.artic.edu/artworks/185924/barbarians-marching-to-the-west
"General Mortier, the evening before the battle of Waterloo, plate 456, 1835, Honoré-Victorin Daumier",https://www.artic.edu/artworks/21058/general-mortier-the-evening-before-the-battle-of-waterloo-plate-456
"Naniwaya Okita, c. 1793, Kitagawa Utamaro",https://www.artic.edu/artworks/23987/naniwaya-okita
"Stirrup Spout Vessel with Geometric Motifs, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/9019/stirrup-spout-vessel-with-geometric-motifs
"Jurojin, from the series “The Seven Gods of Good Luck in the Floating World (Ukiyo Shichi Fukujin)”, c. 1769, Suzuki Harunobu",https://www.artic.edu/artworks/6741/jurojin-from-the-series-the-seven-gods-of-good-luck-in-the-floating-world-ukiyo-shichi-fukujin
"Jazz (Dress or Furnishing Fabric), 1977 (designed 1920), Sonia Delaunay-Terk",https://www.artic.edu/artworks/94572/jazz-dress-or-furnishing-fabric
"Humming Bird I, 1970/74, Magdalena Abakanowicz",https://www.artic.edu/artworks/94155/humming-bird-i
"The Prodigal Son Amid the Swine, c. 1496, Albrecht Dürer",https://www.artic.edu/artworks/28266/the-prodigal-son-amid-the-swine
"Mud Glove, New York, 1975, printed May 2000, Irving Penn",https://www.artic.edu/artworks/157102/mud-glove-new-york
"Cottage Industry, 1925, Käthe Kollwitz",https://www.artic.edu/artworks/160084/cottage-industry
"Stack of Wheat, 1890/91, Claude Monet",https://www.artic.edu/artworks/111318/stack-of-wheat
"Shallow Bowl with Lotus Flower and Leaves, Jin dynasty, (1115–1234), 13th century",https://www.artic.edu/artworks/45464/shallow-bowl-with-lotus-flower-and-leaves
"Diptych of Saints Achatius, Barbara, Apollonia, and Sebald, c. 1490, German School",https://www.artic.edu/artworks/59940/diptych-of-saints-achatius-barbara-apollonia-and-sebald
"Head of a Woman, 1904, Georges Rouault",https://www.artic.edu/artworks/17738/head-of-a-woman
"Fishing Equipment, 1931, Stuart Davis",https://www.artic.edu/artworks/68387/fishing-equipment
"Do your Christmas Shopping between 10 and 4, 1924, Austin Cooper",https://www.artic.edu/artworks/14940/do-your-christmas-shopping-between-10-and-4
"Grecian Dream, 1969, Kenneth Noland",https://www.artic.edu/artworks/66192/grecian-dream
"A Wild Swan Attacked by a Dog, c. 1740, Jean-Baptiste Oudry",https://www.artic.edu/artworks/25737/a-wild-swan-attacked-by-a-dog
"Antony Presents Artavasdes, King of the Armenians, to Cleopatra from The Story of Antony and Cleopatra, c. 1640, Evrard Leyniers",https://www.artic.edu/artworks/90513/antony-presents-artavasdes-king-of-the-armenians-to-cleopatra-from-the-story-of-antony-and-cleopatra
"Fence, Near Tomales Bay, California, 1936, Ansel Adams",https://www.artic.edu/artworks/86225/fence-near-tomales-bay-california
"Candelabrum in the Shape of a Siren, c. 1520, Severo da Ravenna",https://www.artic.edu/artworks/94174/candelabrum-in-the-shape-of-a-siren
"Equestrian Figure, 16th/19th century, Dogon",https://www.artic.edu/artworks/87106/equestrian-figure
"House Model, Ilkhanid dynasty (1256–1353), 13th century, Islamic",https://www.artic.edu/artworks/34329/house-model
"David Smith, Bolton Landing, Lake George, New York, 1964, printed June 1979, Irving Penn",https://www.artic.edu/artworks/144807/david-smith-bolton-landing-lake-george-new-york
"Portrait of Anna Boch, 1894, Georges Lemmen",https://www.artic.edu/artworks/209692/portrait-of-anna-boch
"Flintlock Magazine Pistol (Lorenzoni System), About 1690, August Wetschgin",https://www.artic.edu/artworks/116568/flintlock-magazine-pistol-lorenzoni-system
"Christ on the Cross with the Virgin and Saint John the Evangelist, 1575/1600 with 19th–century additions",https://www.artic.edu/artworks/119333/christ-on-the-cross-with-the-virgin-and-saint-john-the-evangelist
